LSOA11CD,LSOA11NM,WD20CD,WD20NM,LAD20CD,LAD20NM,FID
E01003847,Richmond upon Thames 002B,E05000524,Kew,E09000027,Richmond upon Thames,31869
E01003848,Richmond upon Thames 004A,E05000524,Kew,E09000027,Richmond upon Thames,31870
E01003849,Richmond upon Thames 002C,E05000524,Kew,E09000027,Richmond upon Thames,31871
E01003716,Redbridge 034D,E05011244,Goodmayes,E09000026,Redbridge,31872
E01003672,Redbridge 007E,E05011238,Churchfields,E09000026,Redbridge,31873
E01003619,Newham 012D,E05000492,Stratford and New Town,E09000025,Newham,31874
E01003867,Richmond upon Thames 011A,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31875
E01003718,Redbridge 034E,E05011244,Goodmayes,E09000026,Redbridge,31876
E01003673,Redbridge 007F,E05011238,Churchfields,E09000026,Redbridge,31877
E01033578,Newham 013E,E05000492,Stratford and New Town,E09000025,Newham,31878
E01033579,Newham 013F,E05000492,Stratford and New Town,E09000025,Newham,31879
E01033583,Newham 013G,E05000492,Stratford and New Town,E09000025,Newham,31880
E01033586,Newham 013H,E05000492,Stratford and New Town,E09000025,Newham,31881
E01003621,Newham 023C,E05000493,Wall End,E09000025,Newham,31882
E01003622,Newham 023D,E05000493,Wall End,E09000025,Newham,31883
E01003623,Newham 023E,E05000493,Wall End,E09000025,Newham,31884
E01003624,Newham 024E,E05000493,Wall End,E09000025,Newham,31885
E01003625,Newham 015A,E05000493,Wall End,E09000025,Newham,31886
E01003626,Newham 015B,E05000493,Wall End,E09000025,Newham,31887
E01003627,Newham 015C,E05000493,Wall End,E09000025,Newham,31888
E01003628,Newham 015D,E05000493,Wall End,E09000025,Newham,31889
E01003629,Newham 015E,E05000493,Wall End,E09000025,Newham,31890
E01003630,Newham 021C,E05000494,West Ham,E09000025,Newham,31891
E01003631,Newham 020A,E05000494,West Ham,E09000025,Newham,31892
E01003632,Newham 020B,E05000494,West Ham,E09000025,Newham,31893
E01003633,Newham 020C,E05000494,West Ham,E09000025,Newham,31894
E01003634,Newham 020D,E05000494,West Ham,E09000025,Newham,31895
E01003635,Newham 016D,E05000494,West Ham,E09000025,Newham,31896
E01003636,Newham 020E,E05000494,West Ham,E09000025,Newham,31897
E01003637,Newham 021D,E05000494,West Ham,E09000025,Newham,31898
E01003639,Redbridge 013A,E05011234,Aldborough,E09000026,Redbridge,31899
E01003640,Redbridge 013B,E05011234,Aldborough,E09000026,Redbridge,31900
E01003641,Redbridge 013C,E05011234,Aldborough,E09000026,Redbridge,31901
E01003642,Redbridge 013D,E05011234,Aldborough,E09000026,Redbridge,31902
E01003643,Redbridge 017B,E05011234,Aldborough,E09000026,Redbridge,31903
E01003644,Redbridge 017C,E05011234,Aldborough,E09000026,Redbridge,31904
E01003645,Redbridge 017D,E05011234,Aldborough,E09000026,Redbridge,31905
E01003638,Redbridge 017A,E05011235,Barkingside,E09000026,Redbridge,31906
E01003646,Redbridge 012A,E05011235,Barkingside,E09000026,Redbridge,31907
E01003647,Redbridge 015A,E05011235,Barkingside,E09000026,Redbridge,31908
E01003648,Redbridge 012B,E05011235,Barkingside,E09000026,Redbridge,31909
E01003649,Redbridge 012C,E05011235,Barkingside,E09000026,Redbridge,31910
E01003650,Redbridge 015B,E05011235,Barkingside,E09000026,Redbridge,31911
E01003651,Redbridge 012D,E05011235,Barkingside,E09000026,Redbridge,31912
E01003868,Richmond upon Thames 007B,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31913
E01003719,Redbridge 034F,E05011244,Goodmayes,E09000026,Redbridge,31914
E01003674,Redbridge 007G,E05011238,Churchfields,E09000026,Redbridge,31915
E01003869,Richmond upon Thames 011B,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31916
E01032581,Redbridge 034G,E05011244,Goodmayes,E09000026,Redbridge,31917
E01003750,Redbridge 001G,E05011238,Churchfields,E09000026,Redbridge,31918
E01003870,Richmond upon Thames 011C,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31919
E01003720,Redbridge 002A,E05011245,Hainault,E09000026,Redbridge,31920
E01003760,Redbridge 009B,E05011238,Churchfields,E09000026,Redbridge,31921
E01003871,Richmond upon Thames 007C,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31922
E01003721,Redbridge 003A,E05011245,Hainault,E09000026,Redbridge,31923
E01003761,Redbridge 009C,E05011238,Churchfields,E09000026,Redbridge,31924
E01003722,Redbridge 002B,E05011245,Hainault,E09000026,Redbridge,31925
E01003872,Richmond upon Thames 007D,E05000527,St Margarets and North Twickenham,E09000027,Richmond upon Thames,31926
E01003723,Redbridge 002C,E05011245,Hainault,E09000026,Redbridge,31927
E01003762,Redbridge 009D,E05011238,Churchfields,E09000026,Redbridge,31928
E01003724,Redbridge 003B,E05011245,Hainault,E09000026,Redbridge,31929
E01003675,Redbridge 036A,E05011239,Clayhall,E09000026,Redbridge,31930
E01003725,Redbridge 003C,E05011245,Hainault,E09000026,Redbridge,31931
E01003676,Redbridge 036B,E05011239,Clayhall,E09000026,Redbridge,31932
E01003726,Redbridge 002D,E05011245,Hainault,E09000026,Redbridge,31933
E01003873,Richmond upon Thames 006A,E05000528,South Richmond,E09000027,Richmond upon Thames,31934
E01003677,Redbridge 036C,E05011239,Clayhall,E09000026,Redbridge,31935
E01003727,Redbridge 003D,E05011245,Hainault,E09000026,Redbridge,31936
E01003874,Richmond upon Thames 006B,E05000528,South Richmond,E09000027,Richmond upon Thames,31937
E01003678,Redbridge 036D,E05011239,Clayhall,E09000026,Redbridge,31938
E01003782,Redbridge 026B,E05011246,Ilford Town,E09000026,Redbridge,31939
E01003875,Richmond upon Thames 006C,E05000528,South Richmond,E09000027,Richmond upon Thames,31940
E01003679,Redbridge 036E,E05011239,Clayhall,E09000026,Redbridge,31941
E01003783,Redbridge 029A,E05011246,Ilford Town,E09000026,Redbridge,31942
E01003876,Richmond upon Thames 008B,E05000528,South Richmond,E09000027,Richmond upon Thames,31943
E01003680,Redbridge 036F,E05011239,Clayhall,E09000026,Redbridge,31944
E01033589,Redbridge 030H,E05011246,Ilford Town,E09000026,Redbridge,31945
E01003877,Richmond upon Thames 008C,E05000528,South Richmond,E09000027,Richmond upon Thames,31946
E01003681,Redbridge 036G,E05011239,Clayhall,E09000026,Redbridge,31947
E01033591,Redbridge 030I,E05011246,Ilford Town,E09000026,Redbridge,31948
E01003878,Richmond upon Thames 006D,E05000528,South Richmond,E09000027,Richmond upon Thames,31949
E01003682,Redbridge 036H,E05011239,Clayhall,E09000026,Redbridge,31950
E01003728,Redbridge 032A,E05011247,Loxford,E09000026,Redbridge,31951
E01003879,Richmond upon Thames 008D,E05000528,South Richmond,E09000027,Richmond upon Thames,31952
E01003683,Redbridge 030A,E05011240,Clementswood,E09000026,Redbridge,31953
E01003729,Redbridge 032B,E05011247,Loxford,E09000026,Redbridge,31954
E01003880,Richmond upon Thames 016A,E05000529,South Twickenham,E09000027,Richmond upon Thames,31955
E01003684,Redbridge 030B,E05011240,Clementswood,E09000026,Redbridge,31956
E01003731,Redbridge 033A,E05011247,Loxford,E09000026,Redbridge,31957
E01003881,Richmond upon Thames 016B,E05000529,South Twickenham,E09000027,Richmond upon Thames,31958
E01003685,Redbridge 030C,E05011240,Clementswood,E09000026,Redbridge,31959
E01003732,Redbridge 032D,E05011247,Loxford,E09000026,Redbridge,31960
E01003882,Richmond upon Thames 014A,E05000529,South Twickenham,E09000027,Richmond upon Thames,31961
E01003686,Redbridge 030D,E05011240,Clementswood,E09000026,Redbridge,31962
E01003733,Redbridge 032E,E05011247,Loxford,E09000026,Redbridge,31963
E01003883,Richmond upon Thames 014B,E05000529,South Twickenham,E09000027,Richmond upon Thames,31964
E01003688,Redbridge 030F,E05011240,Clementswood,E09000026,Redbridge,31965
E01003734,Redbridge 033B,E05011247,Loxford,E09000026,Redbridge,31966
E01003884,Richmond upon Thames 016C,E05000529,South Twickenham,E09000027,Richmond upon Thames,31967
E01003689,Redbridge 030G,E05011240,Clementswood,E09000026,Redbridge,31968
E01003735,Redbridge 033C,E05011247,Loxford,E09000026,Redbridge,31969
E01003736,Redbridge 033D,E05011247,Loxford,E09000026,Redbridge,31970
E01003737,Redbridge 031A,E05011248,Mayfield,E09000026,Redbridge,31971
E01003738,Redbridge 031B,E05011248,Mayfield,E09000026,Redbridge,31972
E01003739,Redbridge 031C,E05011248,Mayfield,E09000026,Redbridge,31973
E01003740,Redbridge 031D,E05011248,Mayfield,E09000026,Redbridge,31974
E01003741,Redbridge 031E,E05011248,Mayfield,E09000026,Redbridge,31975
E01003742,Redbridge 031F,E05011248,Mayfield,E09000026,Redbridge,31976
E01003743,Redbridge 031G,E05011248,Mayfield,E09000026,Redbridge,31977
E01003730,Redbridge 032C,E05011240,Clementswood,E09000026,Redbridge,31978
E01003885,Richmond upon Thames 016D,E05000529,South Twickenham,E09000027,Richmond upon Thames,31979
E01003690,Redbridge 035A,E05011241,Cranbrook,E09000026,Redbridge,31980
E01003886,Richmond upon Thames 021A,E05000530,Teddington,E09000027,Richmond upon Thames,31981
E01003691,Redbridge 035B,E05011241,Cranbrook,E09000026,Redbridge,31982
E01003887,Richmond upon Thames 021B,E05000530,Teddington,E09000027,Richmond upon Thames,31983
E01003692,Redbridge 035C,E05011241,Cranbrook,E09000026,Redbridge,31984
E01003888,Richmond upon Thames 021C,E05000530,Teddington,E09000027,Richmond upon Thames,31985
E01003693,Redbridge 035D,E05011241,Cranbrook,E09000026,Redbridge,31986
E01003889,Richmond upon Thames 021D,E05000530,Teddington,E09000027,Richmond upon Thames,31987
E01003694,Redbridge 035E,E05011241,Cranbrook,E09000026,Redbridge,31988
E01003890,Richmond upon Thames 018C,E05000530,Teddington,E09000027,Richmond upon Thames,31989
E01003695,Redbridge 035F,E05011241,Cranbrook,E09000026,Redbridge,31990
E01003891,Richmond upon Thames 018D,E05000530,Teddington,E09000027,Richmond upon Thames,31991
E01003696,Redbridge 035G,E05011241,Cranbrook,E09000026,Redbridge,31992
E01003892,Richmond upon Thames 009A,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31993
E01003697,Redbridge 035H,E05011241,Cranbrook,E09000026,Redbridge,31994
E01003893,Richmond upon Thames 009B,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31995
E01003894,Richmond upon Thames 009C,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31996
E01003895,Richmond upon Thames 009D,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31997
E01003896,Richmond upon Thames 014C,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31998
E01003897,Richmond upon Thames 014D,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,31999
E01003898,Richmond upon Thames 015A,E05000532,West Twickenham,E09000027,Richmond upon Thames,32000
E01004073,Southwark 031C,E05011100,Dulwich Village,E09000028,Southwark,32001
E01004074,Southwark 031D,E05011100,Dulwich Village,E09000028,Southwark,32002
E01004075,Southwark 031E,E05011100,Dulwich Village,E09000028,Southwark,32003
E01003930,Southwark 034A,E05011114,St George's,E09000028,Southwark,32004
E01003945,Southwark 033A,E05011101,Dulwich Wood,E09000028,Southwark,32005
E01003946,Southwark 033B,E05011101,Dulwich Wood,E09000028,Southwark,32006
E01003947,Southwark 033C,E05011101,Dulwich Wood,E09000028,Southwark,32007
E01003948,Southwark 033D,E05011101,Dulwich Wood,E09000028,Southwark,32008
E01003932,Southwark 034B,E05011114,St George's,E09000028,Southwark,32009
E01003951,Southwark 033E,E05011101,Dulwich Wood,E09000028,Southwark,32010
E01003933,Southwark 034C,E05011114,St George's,E09000028,Southwark,32011
E01003964,Southwark 015A,E05011102,Faraday,E09000028,Southwark,32012
E01032834,Southwark 003K,E05011106,North Bermondsey,E09000028,Southwark,32013
E01004207,Tower Hamlets 011A,E05009317,Bethnal Green,E09000030,Tower Hamlets,32014
E01032584,Southwark 034E,E05011114,St George's,E09000028,Southwark,32015
E01003911,Southwark 020A,E05011115,St Giles,E09000028,Southwark,32016
E01003912,Southwark 019A,E05011115,St Giles,E09000028,Southwark,32017
E01003913,Southwark 024A,E05011115,St Giles,E09000028,Southwark,32018
E01003914,Southwark 024B,E05011115,St Giles,E09000028,Southwark,32019
E01003915,Southwark 024C,E05011115,St Giles,E09000028,Southwark,32020
E01003916,Southwark 020B,E05011115,St Giles,E09000028,Southwark,32021
E01003917,Southwark 020C,E05011115,St Giles,E09000028,Southwark,32022
E01003975,Southwark 004A,E05011116,South Bermondsey,E09000028,Southwark,32023
E01003977,Southwark 010A,E05011116,South Bermondsey,E09000028,Southwark,32024
E01003978,Southwark 004B,E05011116,South Bermondsey,E09000028,Southwark,32025
E01003980,Southwark 013A,E05011116,South Bermondsey,E09000028,Southwark,32026
E01004037,Southwark 010B,E05011116,South Bermondsey,E09000028,Southwark,32027
E01004038,Southwark 010C,E05011116,South Bermondsey,E09000028,Southwark,32028
E01004039,Southwark 013B,E05011116,South Bermondsey,E09000028,Southwark,32029
E01004042,Southwark 010D,E05011116,South Bermondsey,E09000028,Southwark,32030
E01004043,Southwark 010E,E05011116,South Bermondsey,E09000028,Southwark,32031
E01004044,Southwark 013E,E05011116,South Bermondsey,E09000028,Southwark,32032
E01004053,Southwark 001C,E05011117,Surrey Docks,E09000028,Southwark,32033
E01004054,Southwark 001D,E05011117,Surrey Docks,E09000028,Southwark,32034
E01004055,Southwark 001E,E05011117,Surrey Docks,E09000028,Southwark,32035
E01004056,Southwark 008A,E05011117,Surrey Docks,E09000028,Southwark,32036
E01004057,Southwark 008B,E05011117,Surrey Docks,E09000028,Southwark,32037
E01004058,Southwark 008C,E05011117,Surrey Docks,E09000028,Southwark,32038
E01004059,Southwark 008D,E05011117,Surrey Docks,E09000028,Southwark,32039
E01004076,Sutton 011A,E05000555,Beddington North,E09000029,Sutton,32040
E01004077,Sutton 011B,E05000555,Beddington North,E09000029,Sutton,32041
E01004078,Sutton 011C,E05000555,Beddington North,E09000029,Sutton,32042
E01004079,Sutton 011D,E05000555,Beddington North,E09000029,Sutton,32043
E01004080,Sutton 011E,E05000555,Beddington North,E09000029,Sutton,32044
E01004081,Sutton 011F,E05000555,Beddington North,E09000029,Sutton,32045
E01004082,Sutton 011G,E05000555,Beddington North,E09000029,Sutton,32046
E01004083,Sutton 019A,E05000556,Beddington South,E09000029,Sutton,32047
E01004084,Sutton 024A,E05000556,Beddington South,E09000029,Sutton,32048
E01004085,Sutton 024B,E05000556,Beddington South,E09000029,Sutton,32049
E01004086,Sutton 019B,E05000556,Beddington South,E09000029,Sutton,32050
E01004087,Sutton 017A,E05000556,Beddington South,E09000029,Sutton,32051
E01004088,Sutton 019C,E05000556,Beddington South,E09000029,Sutton,32052
E01004089,Sutton 019D,E05000556,Beddington South,E09000029,Sutton,32053
E01004090,Sutton 021A,E05000557,Belmont,E09000029,Sutton,32054
E01004091,Sutton 022A,E05000557,Belmont,E09000029,Sutton,32055
E01004092,Sutton 022B,E05000557,Belmont,E09000029,Sutton,32056
E01004093,Sutton 025A,E05000557,Belmont,E09000029,Sutton,32057
E01004094,Sutton 025B,E05000557,Belmont,E09000029,Sutton,32058
E01004095,Sutton 025C,E05000557,Belmont,E09000029,Sutton,32059
E01004096,Sutton 021B,E05000557,Belmont,E09000029,Sutton,32060
E01004097,Sutton 015A,E05000558,Carshalton Central,E09000029,Sutton,32061
E01004098,Sutton 015B,E05000558,Carshalton Central,E09000029,Sutton,32062
E01004202,Tower Hamlets 005B,E05009331,St Peter's,E09000030,Tower Hamlets,32063
E01032773,Tower Hamlets 032D,E05009323,Canary Wharf,E09000030,Tower Hamlets,32064
E01004148,Sutton 014B,E05000565,Sutton North,E09000029,Sutton,32065
E01004203,Tower Hamlets 005C,E05009331,St Peter's,E09000030,Tower Hamlets,32066
E01003966,Southwark 015B,E05011102,Faraday,E09000028,Southwark,32067
E01004099,Sutton 015C,E05000558,Carshalton Central,E09000029,Sutton,32068
E01004204,Tower Hamlets 005D,E05009331,St Peter's,E09000030,Tower Hamlets,32069
E01003960,Southwark 012A,E05011107,North Walworth,E09000028,Southwark,32070
E01004208,Tower Hamlets 013C,E05009317,Bethnal Green,E09000030,Tower Hamlets,32071
E01004100,Sutton 015D,E05000558,Carshalton Central,E09000029,Sutton,32072
E01032774,Tower Hamlets 032E,E05009323,Canary Wharf,E09000030,Tower Hamlets,32073
E01003961,Southwark 012B,E05011107,North Walworth,E09000028,Southwark,32074
E01004206,Tower Hamlets 013B,E05009331,St Peter's,E09000030,Tower Hamlets,32075
E01004149,Sutton 012E,E05000565,Sutton North,E09000029,Sutton,32076
E01003967,Southwark 016B,E05011102,Faraday,E09000028,Southwark,32077
E01004150,Sutton 021C,E05000566,Sutton South,E09000029,Sutton,32078
E01004209,Tower Hamlets 011B,E05009317,Bethnal Green,E09000030,Tower Hamlets,32079
E01004211,Tower Hamlets 013D,E05009331,St Peter's,E09000030,Tower Hamlets,32080
E01004101,Sutton 013A,E05000558,Carshalton Central,E09000029,Sutton,32081
E01003963,Southwark 016A,E05011107,North Walworth,E09000028,Southwark,32082
E01003968,Southwark 015C,E05011102,Faraday,E09000028,Southwark,32083
E01004151,Sutton 021D,E05000566,Sutton South,E09000029,Sutton,32084
E01032781,Tower Hamlets 033C,E05009323,Canary Wharf,E09000030,Tower Hamlets,32085
E01004259,Tower Hamlets 007A,E05009317,Bethnal Green,E09000030,Tower Hamlets,32086
E01004212,Tower Hamlets 011D,E05009331,St Peter's,E09000030,Tower Hamlets,32087
E01004102,Sutton 015E,E05000558,Carshalton Central,E09000029,Sutton,32088
E01032719,Southwark 014G,E05011107,North Walworth,E09000028,Southwark,32089
E01003969,Southwark 017B,E05011102,Faraday,E09000028,Southwark,32090
E01004152,Sutton 018A,E05000566,Sutton South,E09000029,Sutton,32091
E01032782,Tower Hamlets 033D,E05009323,Canary Wharf,E09000030,Tower Hamlets,32092
E01004260,Tower Hamlets 007B,E05009317,Bethnal Green,E09000030,Tower Hamlets,32093
E01004262,Tower Hamlets 010B,E05009317,Bethnal Green,E09000030,Tower Hamlets,32094
E01004263,Tower Hamlets 007C,E05009317,Bethnal Green,E09000030,Tower Hamlets,32095
E01004266,Tower Hamlets 007D,E05009317,Bethnal Green,E09000030,Tower Hamlets,32096
E01032785,Tower Hamlets 010E,E05009317,Bethnal Green,E09000030,Tower Hamlets,32097
E01032786,Tower Hamlets 010F,E05009317,Bethnal Green,E09000030,Tower Hamlets,32098
E01032787,Tower Hamlets 011F,E05009317,Bethnal Green,E09000030,Tower Hamlets,32099
E01004214,Tower Hamlets 030A,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32100
E01004215,Tower Hamlets 028A,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32101
E01004216,Tower Hamlets 030B,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32102
E01004221,Tower Hamlets 028D,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32103
E01032776,Tower Hamlets 028E,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32104
E01032777,Tower Hamlets 028F,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32105
E01032778,Tower Hamlets 028G,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32106
E01032779,Tower Hamlets 028H,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32107
E01032780,Tower Hamlets 028I,E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,32108
E01004222,Tower Hamlets 001A,E05009319,Bow East,E09000030,Tower Hamlets,32109
E01004223,Tower Hamlets 001B,E05009319,Bow East,E09000030,Tower Hamlets,32110
E01004224,Tower Hamlets 001C,E05009319,Bow East,E09000030,Tower Hamlets,32111
E01004225,Tower Hamlets 004A,E05009319,Bow East,E09000030,Tower Hamlets,32112
E01004226,Tower Hamlets 001D,E05009319,Bow East,E09000030,Tower Hamlets,32113
E01032764,Tower Hamlets 004E,E05009319,Bow East,E09000030,Tower Hamlets,32114
E01032765,Tower Hamlets 004F,E05009319,Bow East,E09000030,Tower Hamlets,32115
E01032784,Tower Hamlets 004G,E05009319,Bow East,E09000030,Tower Hamlets,32116
E01004228,Tower Hamlets 003A,E05009320,Bow West,E09000030,Tower Hamlets,32117
E01004229,Tower Hamlets 004C,E05009320,Bow West,E09000030,Tower Hamlets,32118
E01004230,Tower Hamlets 003B,E05009320,Bow West,E09000030,Tower Hamlets,32119
E01004231,Tower Hamlets 004D,E05009320,Bow West,E09000030,Tower Hamlets,32120
E01004232,Tower Hamlets 003C,E05009320,Bow West,E09000030,Tower Hamlets,32121
E01004233,Tower Hamlets 003D,E05009320,Bow West,E09000030,Tower Hamlets,32122
E01004234,Tower Hamlets 003E,E05009320,Bow West,E09000030,Tower Hamlets,32123
E01004235,Tower Hamlets 008A,E05009321,Bromley North,E09000030,Tower Hamlets,32124
E01004236,Tower Hamlets 008B,E05009321,Bromley North,E09000030,Tower Hamlets,32125
E01004237,Tower Hamlets 008C,E05009321,Bromley North,E09000030,Tower Hamlets,32126
E01004267,Tower Hamlets 012D,E05009321,Bromley North,E09000030,Tower Hamlets,32127
E01004268,Tower Hamlets 012E,E05009321,Bromley North,E09000030,Tower Hamlets,32128
E01004238,Tower Hamlets 008D,E05009322,Bromley South,E09000030,Tower Hamlets,32129
E01004239,Tower Hamlets 008E,E05009322,Bromley South,E09000030,Tower Hamlets,32130
E01004240,Tower Hamlets 012A,E05009322,Bromley South,E09000030,Tower Hamlets,32131
E01004241,Tower Hamlets 012B,E05009322,Bromley South,E09000030,Tower Hamlets,32132
E01004242,Tower Hamlets 012C,E05009322,Bromley South,E09000030,Tower Hamlets,32133
E01004277,Tower Hamlets 033A,E05009323,Canary Wharf,E09000030,Tower Hamlets,32134
E01004280,Tower Hamlets 032A,E05009323,Canary Wharf,E09000030,Tower Hamlets,32135
E01032770,Tower Hamlets 032B,E05009323,Canary Wharf,E09000030,Tower Hamlets,32136
E01032771,Tower Hamlets 033B,E05009323,Canary Wharf,E09000030,Tower Hamlets,32137
E01032772,Tower Hamlets 032C,E05009323,Canary Wharf,E09000030,Tower Hamlets,32138
E01004217,Tower Hamlets 030C,E05009324,Island Gardens,E09000030,Tower Hamlets,32139
E01004103,Sutton 013B,E05000558,Carshalton Central,E09000029,Sutton,32140
E01032722,Southwark 012F,E05011107,North Walworth,E09000028,Southwark,32141
E01003970,Southwark 016C,E05011102,Faraday,E09000028,Southwark,32142
E01004298,Tower Hamlets 022A,E05009332,Shadwell,E09000030,Tower Hamlets,32143
E01004218,Tower Hamlets 030D,E05009324,Island Gardens,E09000030,Tower Hamlets,32144
E01004104,Sutton 020A,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32145
E01003971,Southwark 015D,E05011102,Faraday,E09000028,Southwark,32146
E01003984,Southwark 023A,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32147
E01004153,Sutton 021E,E05000566,Sutton South,E09000029,Sutton,32148
E01004300,Tower Hamlets 022B,E05009332,Shadwell,E09000030,Tower Hamlets,32149
E01004105,Sutton 022C,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32150
E01003972,Southwark 016D,E05011102,Faraday,E09000028,Southwark,32151
E01004000,Southwark 026A,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32152
E01004154,Sutton 022E,E05000566,Sutton South,E09000029,Sutton,32153
E01004274,Tower Hamlets 031A,E05009324,Island Gardens,E09000030,Tower Hamlets,32154
E01004301,Tower Hamlets 025B,E05009332,Shadwell,E09000030,Tower Hamlets,32155
E01004106,Sutton 022D,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32156
E01003973,Southwark 016E,E05011102,Faraday,E09000028,Southwark,32157
E01004001,Southwark 026B,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32158
E01004155,Sutton 018B,E05000566,Sutton South,E09000029,Sutton,32159
E01004275,Tower Hamlets 031B,E05009324,Island Gardens,E09000030,Tower Hamlets,32160
E01004302,Tower Hamlets 025C,E05009332,Shadwell,E09000030,Tower Hamlets,32161
E01004107,Sutton 020B,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32162
E01003974,Southwark 015E,E05011102,Faraday,E09000028,Southwark,32163
E01004003,Southwark 023B,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32164
E01004156,Sutton 018C,E05000567,Sutton West,E09000029,Sutton,32165
E01004276,Tower Hamlets 031C,E05009324,Island Gardens,E09000030,Tower Hamlets,32166
E01004303,Tower Hamlets 025D,E05009332,Shadwell,E09000030,Tower Hamlets,32167
E01004108,Sutton 024C,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32168
E01003952,Southwark 030A,E05011103,Goose Green,E09000028,Southwark,32169
E01004004,Southwark 023C,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32170
E01004157,Sutton 016E,E05000567,Sutton West,E09000029,Sutton,32171
E01004281,Tower Hamlets 031D,E05009324,Island Gardens,E09000030,Tower Hamlets,32172
E01004304,Tower Hamlets 022C,E05009332,Shadwell,E09000030,Tower Hamlets,32173
E01004109,Sutton 024D,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,32174
E01003953,Southwark 028A,E05011103,Goose Green,E09000028,Southwark,32175
E01004005,Southwark 023D,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32176
E01004158,Sutton 018D,E05000567,Sutton West,E09000029,Sutton,32177
E01032775,Tower Hamlets 031F,E05009324,Island Gardens,E09000030,Tower Hamlets,32178
E01004305,Tower Hamlets 022D,E05009332,Shadwell,E09000030,Tower Hamlets,32179
E01004110,Sutton 016A,E05000560,Cheam,E09000029,Sutton,32180
E01003954,Southwark 030B,E05011103,Goose Green,E09000028,Southwark,32181
E01004006,Southwark 023E,E05011108,Nunhead & Queen's Road,E09000028,Southwark,32182
E01004159,Sutton 014C,E05000567,Sutton West,E09000029,Sutton,32183
E01032783,Tower Hamlets 031G,E05009324,Island Gardens,E09000030,Tower Hamlets,32184
E01032769,Tower Hamlets 025F,E05009332,Shadwell,E09000030,Tower Hamlets,32185
E01004111,Sutton 016B,E05000560,Cheam,E09000029,Sutton,32186
E01003955,Southwark 028B,E05011103,Goose Green,E09000028,Southwark,32187
E01004112,Sutton 016C,E05000560,Cheam,E09000029,Sutton,32188
E01003983,Southwark 018A,E05011109,Old Kent Road,E09000028,Southwark,32189
E01004160,Sutton 014D,E05000567,Sutton West,E09000029,Sutton,32190
E01004243,Tower Hamlets 020A,E05009325,Lansbury,E09000030,Tower Hamlets,32191
E01004205,Tower Hamlets 013A,E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,32192
E01004114,Sutton 025D,E05000560,Cheam,E09000029,Sutton,32193
E01003987,Southwark 011B,E05011109,Old Kent Road,E09000028,Southwark,32194
E01004244,Tower Hamlets 020B,E05009325,Lansbury,E09000030,Tower Hamlets,32195
E01004161,Sutton 014E,E05000567,Sutton West,E09000029,Sutton,32196
E01003956,Southwark 030C,E05011103,Goose Green,E09000028,Southwark,32197
E01004306,Tower Hamlets 015A,E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,32198
E01004115,Sutton 009A,E05000560,Cheam,E09000029,Sutton,32199
E01003988,Southwark 018B,E05011109,Old Kent Road,E09000028,Southwark,32200
E01004162,Sutton 018E,E05000567,Sutton West,E09000029,Sutton,32201
E01004245,Tower Hamlets 018A,E05009325,Lansbury,E09000030,Tower Hamlets,32202
E01004021,Southwark 028D,E05011103,Goose Green,E09000028,Southwark,32203
E01004307,Tower Hamlets 015B,E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,32204
E01032623,Sutton 025E,E05000560,Cheam,E09000029,Sutton,32205
E01003989,Southwark 018C,E05011109,Old Kent Road,E09000028,Southwark,32206
